Дата,Открытие,Закрытие,Мин,Макс,
18.09.2018,110230,110250,110220,110250,
18.09.2018,110260,110230,110230,110260,
18.09.2018,110230,110210,110210,110240,
18.09.2018,110270,110220,110220,110270,
18.09.2018,110250,110240,110240,110250,
18.09.2018,110270,110270,110270,110270,
18.09.2018,110280,110240,110240,110280,
18.09.2018,110240,110260,110210,110260,
18.09.2018,110260,110250,110240,110270,
18.09.2018,110220,110240,110060,110250,
18.09.2018,110240,110240,110240,110260,
18.09.2018,110240,110300,110240,110300,
18.09.2018,110300,110300,110290,110300,
18.09.2018,110300,110300,110260,110320,
18.09.2018,110310,110310,110280,110310,
18.09.2018,110310,110280,110280,110310,
18.09.2018,110290,110300,110290,110300,
18.09.2018,110290,110310,110290,110330,
18.09.2018,110310,110280,110280,110320,
18.09.2018,110310,110310,110310,110310,
18.09.2018,110270,110290,110260,110290,
18.09.2018,110300,110300,110300,110310,
18.09.2018,110270,110250,110240,110290,
18.09.2018,110230,110230,110200,110240,
18.09.2018,110200,110210,110200,110280,
18.09.2018,110260,110250,110250,110260,
18.09.2018,110280,110240,110240,110280,
18.09.2018,110240,110260,110240,110260,
18.09.2018,110220,110180,110180,110240,
18.09.2018,110170,110180,110160,110210,
18.09.2018,110220,110190,110190,110220,
18.09.2018,110230,110230,110230,110240,
18.09.2018,110240,110210,110210,110260,
18.09.2018,110210,110210,110210,110210,
18.09.2018,110210,110210,110210,110210,
18.09.2018,110230,110230,110230,110230,
18.09.2018,110230,110230,110230,110230,
18.09.2018,110210,110190,110190,110210,
18.09.2018,110240,110200,110200,110260,
18.09.2018,110200,110210,110150,110220,
18.09.2018,110200,110220,110200,110240,
18.09.2018,110240,110280,110240,110300,
18.09.2018,110250,110210,110200,110260,
18.09.2018,110240,110300,110240,110300,
18.09.2018,110300,110310,110300,110310,
18.09.2018,110320,110290,110290,110360,
18.09.2018,110340,110340,110340,110340,
18.09.2018,110330,110330,110330,110330,
18.09.2018,110320,110320,110320,110320,
18.09.2018,110340,110410,110340,110420,
18.09.2018,110400,110400,110400,110400,
18.09.2018,110410,110390,110390,110410,
18.09.2018,110400,110380,110380,110420,
18.09.2018,110380,110340,110340,110380,
18.09.2018,110370,110380,110370,110380,
18.09.2018,110360,110350,110350,110360,
18.09.2018,110340,110330,110330,110340,
18.09.2018,110350,110340,110340,110360,
18.09.2018,110350,110350,110350,110390,
18.09.2018,110370,110340,110340,110370,
18.09.2018,110330,110320,110320,110330,
18.09.2018,110320,110350,110320,110350,
18.09.2018,110350,110310,110310,110350,
18.09.2018,110340,110310,110310,110350,
18.09.2018,110340,110310,110310,110340,
18.09.2018,110300,110310,110300,110310,
18.09.2018,110310,110310,110310,110310,
18.09.2018,110350,110320,110320,110380,
18.09.2018,110350,110360,110350,110360,
18.09.2018,110340,110400,110340,110400,
18.09.2018,110390,110340,110290,110400,
18.09.2018,110250,110300,110240,110300,
18.09.2018,110260,110240,110240,110260,
18.09.2018,110250,110250,110250,110250,
18.09.2018,110260,110220,110220,110260,
18.09.2018,110260,110270,110240,110270,
18.09.2018,110280,110280,110280,110280,
18.09.2018,110270,110240,110240,110270,
18.09.2018,110260,110300,110250,110320,
18.09.2018,110330,110350,110330,110370,
18.09.2018,110350,110330,110330,110350,
18.09.2018,110350,110400,110350,110450,
18.09.2018,110410,110470,110380,110470,
18.09.2018,110430,110540,110430,110640,
18.09.2018,110510,110500,110360,110530,
18.09.2018,110490,110500,110470,110500,
18.09.2018,110460,110460,110460,110460,
18.09.2018,110460,110350,110350,110460,
16.10.2018,114540,114890,114540,115140,
16.10.2018,114870,114820,114800,115020,
16.10.2018,114810,114720,114660,114820,
16.10.2018,114720,114580,114550,114730,
16.10.2018,114570,114650,114570,114680,
16.10.2018,114660,114710,114630,114710,
16.10.2018,114710,114450,114410,114730,
16.10.2018,114460,114550,114390,114550,
16.10.2018,114550,114480,114430,114580,
16.10.2018,114470,114500,114470,114540,
16.10.2018,114500,114770,114470,114770,
16.10.2018,114760,114740,114690,114810,
16.10.2018,114740,114680,114650,114780,
16.10.2018,114670,114590,114530,114710,
16.10.2018,114580,114580,114550,114660,
16.10.2018,114590,114610,114520,114640,
16.10.2018,114600,114640,114590,114670,
16.10.2018,114640,114740,114630,114800,
16.10.2018,114750,114790,114740,114820,
16.10.2018,114790,114780,114750,114840,
16.10.2018,114780,114810,114730,114830,
16.10.2018,114820,114780,114740,114890,
16.10.2018,114770,114800,114730,114810,
16.10.2018,114780,114740,114670,114780,
16.10.2018,114740,114770,114740,114820,
16.10.2018,114780,114750,114720,114830,
16.10.2018,114750,114830,114750,114840,
16.10.2018,114840,114810,114770,114890,
16.10.2018,114810,114940,114810,114990,
16.10.2018,114940,114860,114840,114960,
16.10.2018,114870,114960,114870,114960,
16.10.2018,114950,114910,114890,114970,
16.10.2018,114910,114920,114890,114940,
16.10.2018,114910,114920,114890,114930,
16.10.2018,114920,114990,114910,114990,
16.10.2018,114980,114960,114890,114980,
16.10.2018,114950,114970,114900,114980,
16.10.2018,114970,114890,114870,114970,
16.10.2018,114880,114900,114860,114900,
16.10.2018,114900,114940,114880,114960,
16.10.2018,114940,114980,114900,115020,
16.10.2018,114960,114750,114700,114960,
16.10.2018,114750,114730,114700,114780,
16.10.2018,114720,114650,114610,114720,
16.10.2018,114650,114670,114550,114700,
16.10.2018,114670,114740,114620,114760,
16.10.2018,114750,114790,114750,114850,
16.10.2018,114800,114810,114790,114850,
16.10.2018,114810,114830,114790,114870,
16.10.2018,114840,114790,114750,114840,
16.10.2018,114780,114790,114780,114820,
16.10.2018,114790,114730,114690,114790,
16.10.2018,114730,114710,114640,114730,
16.10.2018,114710,114720,114700,114740,
16.10.2018,114720,114630,114620,114720,
16.10.2018,114630,114680,114550,114680,
16.10.2018,114680,114700,114630,114720,
16.10.2018,114700,114620,114600,114710,
16.10.2018,114630,114520,114490,114660,
16.10.2018,114520,114650,114500,114670,
16.10.2018,114630,114690,114600,114750,
16.10.2018,114690,114700,114650,114720,
16.10.2018,114700,114610,114560,114720,
16.10.2018,114610,114630,114590,114670,
16.10.2018,114630,114630,114610,114670,
16.10.2018,114640,114640,114600,114670,
16.10.2018,114650,114650,114590,114650,
16.10.2018,114650,114750,114630,114750,
16.10.2018,114750,114830,114750,114860,
16.10.2018,114830,114880,114830,115040,
16.10.2018,114890,114880,114850,114920,
16.10.2018,114850,114810,114790,114870,
16.10.2018,114800,114770,114750,114820,
16.10.2018,114760,114730,114710,114790,
16.10.2018,114730,114720,114700,114770,
16.10.2018,114710,114770,114710,114790,
16.10.2018,114780,114770,114730,114790,
16.10.2018,114780,114800,114710,114800,
16.10.2018,114790,114820,114780,114820,
16.10.2018,114820,114780,114780,114830,
16.10.2018,114780,114730,114660,114780,
16.10.2018,114710,114690,114670,114730,
16.10.2018,114680,114700,114670,114730,
16.10.2018,114710,114810,114700,114840,
16.10.2018,114800,114800,114770,114830,
16.10.2018,114790,114860,114760,114870,
16.10.2018,114870,114900,114830,114940,
16.10.2018,114920,114870,114850,114920,
16.10.2018,114850,114890,114850,114920,
16.10.2018,114880,114870,114850,114890,
16.10.2018,114880,114930,114880,114950,
16.10.2018,114930,114890,114880,114940,
16.10.2018,114890,114870,114820,114890,
16.10.2018,114870,114810,114810,114880,
16.10.2018,114820,114760,114730,114850,
16.10.2018,114750,114770,114720,114790,
16.10.2018,114780,114840,114780,114850,
16.10.2018,114860,114860,114830,114880,
16.10.2018,114850,114940,114850,114940,
16.10.2018,114940,114930,114910,114960,
16.10.2018,114930,114930,114900,114980,
16.10.2018,114940,114960,114910,114960,
16.10.2018,114950,114990,114910,114990,
16.10.2018,114970,114910,114890,115000,
16.10.2018,114930,114950,114910,114980,
16.10.2018,114950,114950,114890,114980,
16.10.2018,114950,114950,114920,114960,
16.10.2018,114950,114950,114900,114960,
16.10.2018,114960,115000,114940,115040,
16.10.2018,115000,115040,114970,115110,
16.10.2018,115030,115070,114970,115080,
16.10.2018,115070,115020,115010,115100,
16.10.2018,115020,115070,115020,115100,
16.10.2018,115070,115080,115070,115260,
16.10.2018,115070,115050,115040,115110,
16.10.2018,115060,115000,114990,115060,
16.10.2018,115010,114900,114880,115030,
16.10.2018,114920,114920,114900,114950,
16.10.2018,114910,114970,114900,114970,
16.10.2018,114960,115020,114940,115080,
16.10.2018,115030,115020,115010,115080,
16.10.2018,115040,114930,114910,115040,
16.10.2018,114930,114860,114830,114930,
16.10.2018,114860,114870,114820,114900,
16.10.2018,114860,114850,114850,114940,
16.10.2018,114860,114830,114800,114860,
16.10.2018,114850,114890,114780,114900,
16.10.2018,114880,114860,114770,114890,
16.10.2018,114860,114900,114850,114910,
16.10.2018,114890,114830,114830,114890,
16.10.2018,114840,114870,114830,114890,
16.10.2018,114890,114910,114840,114930,
16.10.2018,114920,114870,114870,114940,
16.10.2018,114870,114840,114840,114890,
16.10.2018,114850,114910,114850,114920,
16.10.2018,114910,114950,114910,114990,
16.10.2018,114960,114990,114950,115000,
16.10.2018,114990,115020,114970,115070,
16.10.2018,115010,115020,114940,115040,
16.10.2018,115010,115090,114980,115130,
16.10.2018,115090,115060,115040,115090,
16.10.2018,115070,115060,115050,115090,
16.10.2018,115050,114970,114970,115050,
16.10.2018,115000,114950,114920,115000,
16.10.2018,114960,114950,114920,114980,
16.10.2018,114960,114950,114930,114980,
16.10.2018,114950,115050,114920,115050,
16.10.2018,115040,115000,115000,115050,
16.10.2018,115000,114980,114970,115050,
16.10.2018,114980,115000,114970,115040,
16.10.2018,114990,114980,114970,115040,
16.10.2018,114990,114910,114890,115000,
16.10.2018,114910,114920,114900,114940,
16.10.2018,114910,114930,114900,114950,
16.10.2018,114940,114930,114930,114960,
16.10.2018,114920,114910,114900,114950,
16.10.2018,114930,114870,114860,114930,
16.10.2018,114870,114880,114860,114900,
16.10.2018,114870,114900,114870,114930,
16.10.2018,114900,114910,114880,114930,
16.10.2018,114930,114950,114930,114970,
16.10.2018,114960,114960,114940,114980,
16.10.2018,114960,114960,114950,114980,
16.10.2018,114950,114900,114870,114950,
16.10.2018,114900,114880,114850,114900,
16.10.2018,114870,114890,114850,114890,
16.10.2018,114890,114940,114870,114960,
16.10.2018,114960,115020,114950,115050,
16.10.2018,115020,114950,114940,115030,
16.10.2018,114950,114990,114940,115020,
16.10.2018,114990,115010,114960,115010,
16.10.2018,115000,115040,115000,115050,
16.10.2018,115030,115000,115000,115050,
16.10.2018,115000,114970,114950,115000,
16.10.2018,114960,114890,114890,114970,
16.10.2018,114890,114960,114890,114970,
16.10.2018,114940,114980,114940,115040,
16.10.2018,114970,114990,114960,115000,
16.10.2018,115000,114990,114980,115020,
16.10.2018,115000,115000,114970,115010,
16.10.2018,115000,115000,114990,115040,
16.10.2018,115000,114970,114960,115010,
16.10.2018,114960,114940,114930,114960,
16.10.2018,114950,114990,114950,115000,
16.10.2018,115000,114990,114960,115010,
16.10.2018,114980,114970,114960,115050,
16.10.2018,114970,114920,114900,114980,
16.10.2018,114930,114920,114900,114940,
16.10.2018,114900,114930,114900,114930,
16.10.2018,114920,114910,114900,114950,
16.10.2018,114910,114820,114810,114940,
16.10.2018,114820,114860,114800,114870,
16.10.2018,114870,114830,114800,114870,
16.10.2018,114820,114800,114770,114820,
16.10.2018,114800,114830,114780,114860,
16.10.2018,114820,114770,114710,114830,
16.10.2018,114750,114760,114740,114810,
16.10.2018,114760,114770,114740,114800,
16.10.2018,114760,114790,114750,114790,
16.10.2018,114770,114800,114770,114810,
16.10.2018,114800,114830,114790,114840,
16.10.2018,114830,114840,114820,114850,
16.10.2018,114840,114810,114800,114850,
16.10.2018,114820,114850,114810,114880,
16.10.2018,114850,114900,114850,114930,
16.10.2018,114900,114900,114870,114910,
16.10.2018,114890,114920,114890,114970,
16.10.2018,114920,114930,114910,114930,
16.10.2018,114930,114890,114880,114930,
16.10.2018,114890,114930,114890,114940,
16.10.2018,114920,114870,114850,114930,
16.10.2018,114870,114870,114860,114890,
16.10.2018,114880,114890,114880,114920,
16.10.2018,114880,114860,114860,114890,
16.10.2018,114860,114910,114860,114920,
16.10.2018,114920,114870,114850,114920,
16.10.2018,114870,114820,114780,114870,
16.10.2018,114820,114820,114800,114840,
16.10.2018,114820,114790,114770,114840,
16.10.2018,114790,114790,114780,114820,
16.10.2018,114800,114840,114800,114860,
16.10.2018,114830,114840,114820,114870,
16.10.2018,114830,114830,114790,114840,
16.10.2018,114840,114820,114800,114850,
16.10.2018,114830,114810,114800,114830,
16.10.2018,114800,114850,114800,114870,
16.10.2018,114850,114770,114770,114850,
16.10.2018,114780,114760,114740,114800,
16.10.2018,114760,114780,114730,114790,
16.10.2018,114770,114730,114720,114780,
16.10.2018,114740,114700,114700,114750,
16.10.2018,114700,114630,114570,114700,
16.10.2018,114620,114610,114580,114630,
16.10.2018,114610,114620,114600,114650,
16.10.2018,114620,114610,114610,114640,
16.10.2018,114610,114630,114580,114630,
16.10.2018,114620,114630,114620,114640,
16.10.2018,114640,114580,114580,114640,
16.10.2018,114590,114570,114560,114590,
16.10.2018,114580,114500,114450,114580,
16.10.2018,114510,114470,114360,114520,
16.10.2018,114460,114530,114450,114560,
16.10.2018,114540,114560,114510,114570,
16.10.2018,114570,114630,114570,114670,
16.10.2018,114640,114640,114620,114650,
16.10.2018,114640,114660,114630,114690,
16.10.2018,114660,114590,114590,114680,
16.10.2018,114590,114590,114580,114630,
16.10.2018,114600,114510,114500,114600,
16.10.2018,114520,114590,114520,114590,
16.10.2018,114580,114620,114570,114630,
16.10.2018,114620,114610,114600,114630,
16.10.2018,114630,114660,114630,114700,
16.10.2018,114660,114670,114650,114710,
16.10.2018,114670,114650,114650,114720,
16.10.2018,114650,114700,114650,114700,
16.10.2018,114700,114620,114600,114710,
16.10.2018,114620,114560,114560,114650,
16.10.2018,114570,114460,114440,114570,
16.10.2018,114460,114560,114440,114570,
16.10.2018,114550,114510,114500,114550,
16.10.2018,114500,114490,114430,114510,
16.10.2018,114480,114480,114470,114530,
16.10.2018,114490,114510,114480,114550,
16.10.2018,114510,114390,114370,114520,
16.10.2018,114400,114390,114300,114420,
16.10.2018,114380,114430,114370,114430,
16.10.2018,114420,114450,114410,114460,
16.10.2018,114450,114410,114390,114450,
16.10.2018,114410,114300,114250,114420,
16.10.2018,114290,114360,114260,114370,
16.10.2018,114360,114370,114340,114380,
16.10.2018,114370,114360,114330,114380,
16.10.2018,114370,114400,114370,114400,
16.10.2018,114390,114380,114350,114400,
16.10.2018,114370,114400,114320,114400,
16.10.2018,114400,114410,114360,114420,
16.10.2018,114390,114440,114390,114450,
16.10.2018,114440,114430,114410,114450,
16.10.2018,114440,114510,114430,114510,
16.10.2018,114510,114480,114460,114550,
16.10.2018,114470,114450,114450,114500,
16.10.2018,114450,114400,114400,114470,
16.10.2018,114400,114390,114370,114410,
16.10.2018,114380,114390,114370,114420,
16.10.2018,114390,114400,114360,114420,
16.10.2018,114400,114360,114350,114430,
16.10.2018,114370,114420,114370,114440,
16.10.2018,114430,114470,114430,114490,
16.10.2018,114480,114450,114430,114480,
16.10.2018,114460,114440,114390,114470,
16.10.2018,114440,114490,114440,114490,
16.10.2018,114480,114560,114480,114590,
16.10.2018,114560,114600,114540,114600,
16.10.2018,114600,114620,114570,114650,
16.10.2018,114610,114640,114610,114680,
16.10.2018,114650,114600,114580,114650,
16.10.2018,114590,114570,114550,114610,
16.10.2018,114580,114590,114540,114600,
16.10.2018,114590,114600,114580,114620,
16.10.2018,114600,114660,114560,114660,
16.10.2018,114660,114660,114620,114700,
16.10.2018,114670,114640,114630,114670,
16.10.2018,114640,114680,114620,114690,
16.10.2018,114660,114630,114630,114670,
16.10.2018,114640,114780,114640,114800,
16.10.2018,114780,114760,114760,114840,
16.10.2018,114760,114770,114760,114820,
16.10.2018,114780,114820,114760,114890,
16.10.2018,114810,114840,114810,114840,
16.10.2018,114830,114830,114810,114850,
16.10.2018,114840,114800,114800,114840,
16.10.2018,114800,114810,114800,114830,
16.10.2018,114810,114800,114800,114840,
16.10.2018,114810,114760,114760,114810,
16.10.2018,114760,114800,114760,114810,
16.10.2018,114800,114820,114780,114820,
16.10.2018,114820,114830,114800,114840,
16.10.2018,114830,114790,114790,114850,
16.10.2018,114790,114780,114770,114810,
16.10.2018,114770,114840,114760,114840,
16.10.2018,114830,114780,114780,114840,
16.10.2018,114790,114810,114730,114830,
16.10.2018,114810,114780,114760,114820,
16.10.2018,114780,114780,114710,114790,
16.10.2018,114770,114930,114760,114940,
16.10.2018,114910,114870,114860,114930,
16.10.2018,114870,114860,114840,114880,
16.10.2018,114870,114880,114840,114900,
16.10.2018,114890,114860,114820,114890,
16.10.2018,114870,114880,114860,114910,
16.10.2018,114880,114820,114810,114900,
16.10.2018,114820,114900,114820,114910,
16.10.2018,114900,114870,114870,114910,
16.10.2018,114870,114860,114830,114890,
16.10.2018,114860,114810,114790,114860,
16.10.2018,114810,114790,114790,114840,
16.10.2018,114790,114720,114720,114800,
16.10.2018,114730,114760,114710,114770,
16.10.2018,114760,114740,114740,114780,
16.10.2018,114740,114650,114640,114760,
16.10.2018,114640,114700,114610,114710,
16.10.2018,114700,114740,114680,114740,
16.10.2018,114720,114800,114720,114820,
16.10.2018,114800,114820,114790,114830,
16.10.2018,114820,114780,114730,114820,
16.10.2018,114780,114810,114780,114860,
16.10.2018,114810,114830,114790,114850,
16.10.2018,114830,115030,114810,115090,
16.10.2018,115030,115000,114950,115050,
16.10.2018,115000,114950,114920,115000,
16.10.2018,114950,114940,114930,114970,
16.10.2018,114920,114980,114920,114980,
16.10.2018,114970,114950,114930,115000,
16.10.2018,114940,114890,114870,114940,
16.10.2018,114890,114960,114870,115070,
16.10.2018,114960,114970,114920,115010,
16.10.2018,114960,114950,114920,114990,
16.10.2018,114940,114910,114890,114950,
16.10.2018,114900,114930,114890,114960,
16.10.2018,114930,114960,114910,114990,
16.10.2018,114970,114970,114930,114990,
16.10.2018,114970,114940,114920,114990,
16.10.2018,114940,114970,114940,115000,
16.10.2018,114970,115010,114960,115040,
16.10.2018,115010,114990,114980,115080,
16.10.2018,114990,114990,114960,115000,
16.10.2018,114980,114980,114960,115020,
16.10.2018,114960,115010,114960,115050,
16.10.2018,115020,115150,115020,115150,
16.10.2018,115140,115060,115040,115150,
16.10.2018,115050,115000,115000,115060,
16.10.2018,115010,115020,114980,115060,
16.10.2018,115020,115050,114980,115050,
16.10.2018,115050,115020,115000,115060,
16.10.2018,115020,115050,115000,115050,
16.10.2018,115050,115060,115050,115080,
16.10.2018,115060,115130,115060,115180,
16.10.2018,115130,115090,115090,115150,
16.10.2018,115090,115140,115080,115220,
16.10.2018,115160,115230,115150,115370,
16.10.2018,115220,115200,115190,115240,
16.10.2018,115200,115170,115160,115220,
16.10.2018,115170,115170,115140,115180,
16.10.2018,115180,115150,115130,115180,
16.10.2018,115150,115150,115070,115150,
16.10.2018,115140,115260,115110,115270,
16.10.2018,115250,115100,115080,115260,
16.10.2018,115100,115110,115080,115180,
16.10.2018,115110,115040,115020,115130,
16.10.2018,115060,115080,115060,115220,
16.10.2018,115080,115110,115070,115140,
16.10.2018,115100,115100,115090,115200,
16.10.2018,115090,115090,115070,115180,
16.10.2018,115090,115100,115060,115110,
16.10.2018,115110,115040,115030,115190,
16.10.2018,115040,115110,115030,115120,
16.10.2018,115090,115080,115050,115100,
16.10.2018,115090,115070,115050,115110,
16.10.2018,115050,115070,115040,115100,
16.10.2018,115080,114960,114960,115150,
16.10.2018,114960,114920,114850,114970,
16.10.2018,114930,114950,114920,114970,
16.10.2018,114960,114980,114940,115020,
16.10.2018,114980,114950,114940,114990,
16.10.2018,114970,114960,114910,115020,
16.10.2018,114970,114880,114880,114990,
16.10.2018,114880,114880,114860,114930,
16.10.2018,114890,114970,114860,114970,
16.10.2018,114960,114910,114890,115020,
16.10.2018,114900,115030,114890,115060,
16.10.2018,115030,115130,115020,115160,
16.10.2018,115140,115210,115120,115300,
16.10.2018,115220,115210,115170,115230,
16.10.2018,115220,115210,115170,115230,
16.10.2018,115200,115290,115190,115350,
16.10.2018,115290,115380,115250,115430,
16.10.2018,115370,115340,115340,115440,
16.10.2018,115340,115470,115340,115560,
16.10.2018,115470,115500,115470,115570,
16.10.2018,115520,115690,115490,115750,
16.10.2018,115690,115590,115570,115740,
16.10.2018,115590,115640,115570,115650,
16.10.2018,115640,115660,115620,115700,
16.10.2018,115660,115610,115580,115700,
16.10.2018,115620,115630,115610,115660,
16.10.2018,115620,115560,115560,115650,
16.10.2018,115570,115670,115560,115670,
16.10.2018,115680,115590,115580,115720,
16.10.2018,115590,115610,115550,115640,
16.10.2018,115620,115610,115600,115710,
16.10.2018,115620,115580,115580,115680,
16.10.2018,115580,115640,115580,115640,
16.10.2018,115640,115590,115540,115660,
16.10.2018,115590,115620,115570,115650,
16.10.2018,115620,115670,115620,115690,
16.10.2018,115670,115660,115640,115690,
16.10.2018,115670,115710,115600,115780,
16.10.2018,115720,115740,115650,115750,
16.10.2018,115740,115770,115730,115780,
16.10.2018,115770,115810,115700,115810,
16.10.2018,115810,115740,115700,115830,
16.10.2018,115730,115690,115650,115730,
16.10.2018,115670,115710,115660,115760,
16.10.2018,115710,115670,115660,115750,
16.10.2018,115680,115680,115640,115690,
16.10.2018,115680,115700,115660,115720,
16.10.2018,115690,115750,115680,115750,
16.10.2018,115740,115680,115640,115770,
16.10.2018,115680,115660,115630,115690,
16.10.2018,115670,115690,115670,115750,
16.10.2018,115700,115710,115680,115730,
16.10.2018,115720,115690,115680,115720,
16.10.2018,115690,115720,115690,115750,
16.10.2018,115730,115770,115720,115790,
16.10.2018,115780,115820,115760,115830,
16.10.2018,115810,115820,115780,115830,
16.10.2018,115820,115890,115810,115910,
16.10.2018,115900,115930,115890,115960,
16.10.2018,115930,115930,115930,115990,
16.10.2018,115940,115950,115940,115980,
16.10.2018,115950,115930,115930,116030,
16.10.2018,115930,115950,115930,115970,
16.10.2018,115960,115940,115920,115980,
16.10.2018,115930,115900,115880,115980,
16.10.2018,115900,116000,115900,116020,
16.10.2018,116000,116050,116000,116120,
16.10.2018,116050,116140,116050,116150,
16.10.2018,116140,116120,116070,116150,
16.10.2018,116120,116180,116100,116230,
16.10.2018,116190,116220,116180,116240,
16.10.2018,116210,116250,116210,116280,
16.10.2018,116250,116240,116220,116260,
16.10.2018,116240,116300,116220,116300,
16.10.2018,116300,116370,116280,116400,
16.10.2018,116370,116390,116330,116440,
16.10.2018,116370,116320,116270,116370,
16.10.2018,116330,116410,116320,116440,
16.10.2018,116410,116390,116370,116450,
16.10.2018,116390,116360,116340,116400,
16.10.2018,116360,116370,116360,116400,
16.10.2018,116370,116340,116340,116430,
16.10.2018,116340,116340,116320,116380,
16.10.2018,116330,116320,116310,116360,
16.10.2018,116310,116300,116270,116320,
16.10.2018,116290,116270,116260,116320,
16.10.2018,116270,116240,116230,116290,
16.10.2018,116240,116270,116230,116290,
16.10.2018,116270,116330,116260,116390,
16.10.2018,116340,116390,116330,116400,
16.10.2018,116400,116420,116380,116470,
16.10.2018,116410,116330,116330,116440,
16.10.2018,116340,116360,116320,116380,
16.10.2018,116370,116410,116360,116430,
16.10.2018,116390,116460,116390,116480,
16.10.2018,116480,116640,116450,116680,
16.10.2018,116630,116650,116590,116660,
16.10.2018,116660,116550,116530,116660,
16.10.2018,116540,116570,116540,116610,
16.10.2018,116570,116610,116560,116650,
16.10.2018,116620,116580,116570,116630,
16.10.2018,116560,116540,116520,116580,
16.10.2018,116540,116580,116520,116590,
16.10.2018,116560,116540,116510,116580,
16.10.2018,116540,116560,116500,116570,
16.10.2018,116570,116550,116520,116580,
16.10.2018,116560,116580,116560,116620,
16.10.2018,116570,116620,116560,116650,
16.10.2018,116610,116620,116580,116630,
16.10.2018,116620,116610,116600,116650,
16.10.2018,116610,116610,116610,116650,
16.10.2018,116620,116630,116610,116650,
16.10.2018,116630,116580,116570,116640,
16.10.2018,116590,116560,116540,116590,
16.10.2018,116570,116580,116550,116600,
16.10.2018,116580,116590,116580,116610,
16.10.2018,116600,116600,116580,116610,
16.10.2018,116590,116640,116590,116670,
16.10.2018,116660,116650,116620,116670,
16.10.2018,116660,116690,116630,116740,
16.10.2018,116770,116770,116660,116830,
16.10.2018,116760,116720,116690,116760,
16.10.2018,116720,116690,116670,116720,
16.10.2018,116690,116740,116690,116800,
16.10.2018,116740,116770,116740,116830,
16.10.2018,116770,116750,116740,116780,
16.10.2018,116740,116710,116680,116740,
16.10.2018,116700,116790,116700,116800,
16.10.2018,116790,116870,116780,116940,
16.10.2018,116870,116890,116860,116940,
16.10.2018,116890,116900,116860,116950,
16.10.2018,116900,116970,116890,116990,
16.10.2018,116970,116870,116870,116990,
16.10.2018,116870,116830,116780,116880,
16.10.2018,116840,116800,116770,116840,
16.10.2018,116800,116800,116780,116810,
16.10.2018,116800,116760,116750,116800,
16.10.2018,116760,116690,116690,116780,
16.10.2018,116690,116690,116620,116710,
16.10.2018,116680,116600,116590,116700,
16.10.2018,116590,116620,116570,116650,
16.10.2018,116630,116560,116560,116640,
16.10.2018,116560,116590,116550,116600,
16.10.2018,116580,116580,116560,116590,
16.10.2018,116580,116610,116560,116620,
16.10.2018,116600,116520,116510,116650,
16.10.2018,116520,116490,116470,116540,
16.10.2018,116480,116500,116450,116510,
16.10.2018,116510,116520,116500,116560,
16.10.2018,116510,116550,116500,116550,
16.10.2018,116550,116550,116520,116610,
16.10.2018,116540,116570,116530,116590,
16.10.2018,116570,116610,116570,116640,
16.10.2018,116610,116560,116560,116610,
16.10.2018,116570,116570,116550,116580,
16.10.2018,116570,116550,116550,116600,
16.10.2018,116570,116610,116570,116610,
16.10.2018,116610,116580,116570,116640,
16.10.2018,116600,116550,116530,116600,
16.10.2018,116550,116540,116520,116550,
16.10.2018,116530,116550,116520,116560,
16.10.2018,116550,116590,116540,116590,
16.10.2018,116570,116560,116540,116580,
16.10.2018,116550,116570,116550,116600,
16.10.2018,116580,116600,116570,116630,
16.10.2018,116590,116570,116570,116610,
16.10.2018,116580,116580,116570,116590,
16.10.2018,116580,116580,116560,116610,
16.10.2018,116570,116580,116570,116580,
16.10.2018,116570,116580,116560,116590,
16.10.2018,116580,116540,116530,116590,
16.10.2018,116550,116550,116540,116570,
16.10.2018,116560,116570,116540,116570,
16.10.2018,116580,116580,116560,116620,
16.10.2018,116570,116590,116570,116600,
16.10.2018,116570,116600,116570,116600,
16.10.2018,116590,116540,116540,116600,
16.10.2018,116550,116580,116550,116590,
16.10.2018,116580,116570,116560,116590,
16.10.2018,116570,116570,116570,116590,
16.10.2018,116570,116580,116560,116580,
16.10.2018,116590,116590,116580,116620,
16.10.2018,116590,116600,116590,116620,
16.10.2018,116590,116590,116590,116620,
16.10.2018,116590,116600,116580,116610,
16.10.2018,116610,116610,116610,116620,
16.10.2018,116610,116610,116610,116620,
16.10.2018,116620,116600,116600,116620,
16.10.2018,116600,116660,116600,116660,
16.10.2018,116650,116640,116610,116660,
16.10.2018,116640,116600,116580,116650,
16.10.2018,116600,116610,116600,116620,
16.10.2018,116600,116610,116600,116610,
16.10.2018,116600,116610,116590,116610,
16.10.2018,116610,116630,116610,116640,
16.10.2018,116630,116630,116610,116650,
16.10.2018,116640,116650,116630,116660,
16.10.2018,116650,116650,116640,116680,
16.10.2018,116650,116660,116650,116670,
16.10.2018,116670,116680,116670,116700,
16.10.2018,116670,116670,116660,116680,
16.10.2018,116690,116720,116680,116730,
16.10.2018,116720,116730,116710,116770,
16.10.2018,116740,116780,116730,116800,
16.10.2018,116800,116780,116780,116820,
16.10.2018,116780,116770,116720,116790,
16.10.2018,116760,116720,116720,116760,
16.10.2018,116730,116740,116720,116740,
16.10.2018,116750,116760,116750,116760,
16.10.2018,116770,116780,116760,116790,
